id,title,subtitle,price,transaction_type,property_type,location_details,municipality,surface,rooms,bedrooms,bathrooms,features,poi,description,url,image_path,images_folder,images_count,scraped_at,last_updated
1194,Appartement S3 aux jardins de carthage,Tunisie,825000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,4.0,,,{},{},Offre de vente : Appartement S3 situé aux jardins de carthage. Un salon spacieux et lumineux avec un balcon. Une cuisine bien équipée et aménagée. Elle est complétée par un balcon. Trois chambres à coucher avec dressing dont une suite parentale. Une salle de bain et une salle d'eau sont disponibles. Chauffage central et climatisation sont fonctionnels. Place de parking et cellier sont disponibles. Prix de vente : 825000dt,https://www.mubawab.tn/fr/a/8036245/appartement-s3-aux-jardins-de-carthage,media\apartment\31\image_001.jpg,media\apartment\31,8,2026-02-18 09:23:36.943472,Unknown
1195,Un magnifique Appartement S3 au Lac 2,Tunisie,950000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,3.0,,,{},{},"La Méditerranée Immobilière Lac 2 vous propose à la vente un magnifique appartement S3 meublé dans une résidence sécurisée et calme situé aux Berges du Lac 2 . Il se compose d'un salon lumineux et spacieux, avec une grande terrasse et salle d'eau d'invités. Une cuisine équipée avec un séchoir La partie nuit dispose un petit salon, une suite parentale et une chambre à coucher avec salle de bain. L'appartement est équipé de chauffages centrale et des climatiseurs ainsi qu'une place de parking .",https://www.mubawab.tn/fr/a/8259059/un-magnifique-appartement-s3-au-lac-2,media\apartment\190\image_001.jpg,media\apartment\190,13,2026-02-18 10:00:50.085987,Unknown
1196,Fabuleux appartement S2 à vendre,Tunisie,635000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,124.1,3.0,rangement,,{},{},"Spacieux, fonctionnels et conçus dans un style soigné, nos appartements S+2 (Salon et 2 chambres) offrent toutes les commodités nécessaires pour répondre parfaitement à vos besoins quotidiens. Ils allient confort, qualité et praticité dans un environnement harmonieux. Nous disposons encore de quelques appartements S+2, avec des surfaces variant de 129 à 131 m². « Pour d’amples informations, n'hésitez pas à nous contacter au +216 98 780 888 ou par e-mail à commercial@cipolin-immobilier.com. Site web : cipolin-immobilier.com. »",https://www.mubawab.tn/fr/pa/8270015/fabuleux-appartement-s2-%C3%A0-vendre,media\apartment\4\image_001.jpg,media\apartment\4,13,2026-02-18 09:18:21.342337,Unknown
1197,A vendre un appartement de 180m² en S3 à Ennasr1,Tunisie,395000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,180.1,2.0,,,{},{},"Cet appartement est situé au 7 étage d’une résidence bien entretenue et sécurisée à Ennasr. L’entrée ouvre sur un hall qui mène à un salon généreux et lumineux, donnant sur une agréable terrasse avec une vue dégagée. La cuisine, récemment rénovée, est entièrement aménagée et équipée, et complétée par un séchoir fonctionnel doté de rangements. Une salle d’eau pour les invités vient parfaire la partie jour. La partie nuit se compose de trois chambres à coucher, toutes munies de dressings, et qui se partagent une salle de bain commune. L’appartement est équipé de climatiseurs en split system ainsi que du chauffage central. Une place de parking au sous-sol est également disponible.",https://www.mubawab.tn/fr/a/8276554/a-vendre-un-appartement-de-180m%C2%B2-en-s3-%C3%A0-ennasr1,media\apartment\25\image_001.jpg,media\apartment\25,11,2026-02-18 09:22:27.291229,Unknown
1198,Appartement A33 – Résidence MAYA à Kairouan,Tunisie,229125 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,97.2,,,,{},{},"Appartement spacieux de 97,50 m², offrant confort et luminosité. Salon généreux, chambres confortables, cuisine fonctionnelle. Caractéristiques : Surface totale : 97,50 m² Prix TTC : 229.125,000 DT N'hésitez pas à prendre contact avec nous pour programmer rapidement votre visite !",https://www.mubawab.tn/fr/pa/8255543/appartement-a33-%E2%80%93-r%C3%A9sidence-maya-%C3%A0-kairouan,media\apartment\166\image_001.jpg,media\apartment\166,6,2026-02-18 09:53:55.385187,Unknown
1199,S3 petite résidence à2 min de l'ISC J. De Carthage,Tunisie,650000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,156.8,2.0,,,{},{},"Darcom Tunisia vous propose à la vente un bel appartement S3 de 159 m², idéalement situé dans une petite résidence, à seulement 2 minutes de l’ISC, dans un quartier calme aux Jardins de Carthage. L’appartement se compose comme suit : •    Un hall d’entrée avec dressing •    Une salle d’eau pour invités •    Un salon lumineux ouvrant sur un balcon avec vue dégagée •    Une cuisine aménagée et entièrement équipée avec un grand séchoir attenant •    Une suite parentale avec salle de douche privative •    Deux chambres à coucher avec dressings •    Une salle de bain commune •    Une place de parking au sous-sol est incluse. Si vous souhaitez visiter le bien, n'hésitez pas à nous contacter",https://www.mubawab.tn/fr/a/8236745/s3-petite-r%C3%A9sidence-%C3%A02-min-de-l-isc-j-de-carthage,media\apartment\101\image_001.jpg,media\apartment\101,18,2026-02-18 09:38:19.082969,Unknown
1200,Fabuleux S3 de 166m² avec terrasse de 32.8m²,Tunisie,Prix à consulter,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,170.8,4.0,rangement,,{},{},"La Résidence Marbella combine confort, fonctionnalité et design moderne pour un cadre de vie élégant et pratique. Chaque appartement dispose de prestations de qualité, d’un parking sous-sol sécurisé et de celliers privés. Nos appartements type S+3 (Salon et 3 chambres) sont spacieux, fonctionnels et conçus dans un style soigné pour répondre à tous vos besoins. Surface disponible : de 125 à 166 m² « Pour d’amples informations, n'hésitez pas à nous contacter au +216 98 780 888 ou par e-mail à commercial@cipolin-immobilier.com. Site web : cipolin-immobilier.com. »",https://www.mubawab.tn/fr/pa/8270433/fabuleux-s3-de-166m%C2%B2-avec-terrasse-de-32-8m%C2%B2,media\apartment\224\image_001.jpg,media\apartment\224,17,2026-02-18 10:08:16.990568,Unknown
1201,Appartement S2 aux jardins de carthage,Tunisie,435000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,3.0,,,{},{},"La Méditerranée Immobilière Lac 2, vous propose à la vente un magnifique appartement S2 à ne pas rater c'est une belle opportunité dans une résidence calme et sécurisée à Jardin de Carthage. Il se compose d'un salon lumineux donnant accès à une terrasse. Une cuisine équipé . La partie nuit dispose de deux chambres à coucher avec des dressings et une salle de bain commune. L'appartement est équipé de chauffages central et des climatiseurs.",https://www.mubawab.tn/fr/a/8256259/appartement-s2-aux-jardins-de-carthage,media\apartment\194\image_001.jpg,media\apartment\194,6,2026-02-18 10:01:31.781477,Unknown
1202,Immeuble Rokhan à Vendre à Bizerte,Tunisie,680000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,2.0,,,{},{},"Un immeuble R2 situé dans un bon quartier à Bizerte Nord. Au RDC, On a un appartement S2 qui se compose par un salon, une cuisine, 2 chambres et une salle de bain.  Au 1 er étage, On a un appartement S3 qui se compose par un salon, une cuisine, 3 chambres et une salle de bain. Au 2 éme étage, On a de même un S3. A L'extérieur, On a un jardin et un garage. Pour plus de renseignements, Veuillez contacter L'agent",https://www.mubawab.tn/fr/a/7945541/immeuble-rokhan-%C3%A0-vendre-%C3%A0-bizerte,media\apartment\182\image_001.jpg,media\apartment\182,5,2026-02-18 09:57:58.992667,Unknown
1203,Une Villa inachevée S4 à vendre à La Soukra,Tunisie,850000 TND,sale,house,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,3.0,,,{},{},,https://www.mubawab.tn/fr/a/7850293/une-villa-inachev%C3%A9e-s4-%C3%A0-vendre-%C3%A0-la-soukra,media\house\936\image_001.jpg,media\house\936,1,2026-02-18 20:04:00.821905,Unknown
1204,S2 en vente,Tunisie,420000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,1.0,,,{},{},"Cet appartement de type S2 est situé au rez-de-chaussée d’une résidence sécurisée et gardée à La Soukra, à proximité de la route principale Fatouma Bourguiba.Dès l’entrée, vous découvrez un salon lumineux donnant accès à un jardin en forme de L faisant le tour de l’appartement. La cuisine, indépendante, est entièrement aménagée et équipée d’une plaque de cuisson, d’une hotte aspirante et d’un four, elle est climatisée, dispose d’un séchoir pratique et offre également un accès direct au jardin. Un point d’eau est à disposition pour les invités. La partie nuit, bien séparée par une porte coulissante, comprend deux chambres avec accès au jardin, chacune équipée de dressings et de climatiseurs.Une salle de bain commune avec baignoire et aération naturelle complète l’espace nuit.L’appartement est doté d’un chauffage central et d’une climatisation en split.Une place de parking ainsi qu’un cellier de 6 m² au sous-sol sont également disponibles.",https://www.mubawab.tn/fr/a/8302131/s2-en-vente,media\apartment\36\image_001.jpg,media\apartment\36,9,2026-02-18 09:24:49.34849,Unknown
1205,S2 en vente,Tunisie,140000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,90.5,3.0,,,{},{},"Appartement S2 d’une superficie de 85 m², situé au 4 étage d’un immeuble avec ascenseur, offrant un standing correct et bien entretenu.À l’entrée, on découvre un salon lumineux doté d’une fenêtre avec store manuel. L’appartement bénéficie d’une séparation fonctionnelle entre la partie jour et la partie nuit.La cuisine est équipée (plaque de cuisson) et donne accès à une grande terrasse.La partie nuit comprend deux chambres à coucher, une salle de bain, ainsi que deux placards intégrés offrant un espace de rangement pratique.L’appartement est équipé d’un chauffage central et de la climatisation, avec deux climatiseurs installés dans le salon et la chambre parentale.",https://www.mubawab.tn/fr/a/8296579/s2-en-vente,media\apartment\51\image_001.jpg,media\apartment\51,7,2026-02-18 09:27:49.066114,Unknown
1206,Vente Villa Bellissima S4,Tunisie,30000,sale,house,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,3.0,,,{},{},,https://www.mubawab.tn/fr/a/8305600/vente-villa-bellissima-s4,media\house\944\image_001.jpg,media\house\944,1,2026-02-18 20:04:16.539192,Unknown
